steps,values
1.705984000000000000e+06,6.670000000000000000e+02
1.708032000000000000e+06,6.670000000000000000e+02
1.710080000000000000e+06,6.670000000000000000e+02
1.712128000000000000e+06,6.670000000000000000e+02
1.714176000000000000e+06,6.670000000000000000e+02
1.716224000000000000e+06,6.670000000000000000e+02
1.718272000000000000e+06,6.670000000000000000e+02
1.720320000000000000e+06,6.670000000000000000e+02
1.722368000000000000e+06,6.670000000000000000e+02
1.724416000000000000e+06,6.670000000000000000e+02
1.726464000000000000e+06,6.670000000000000000e+02
1.728512000000000000e+06,6.670000000000000000e+02
1.730560000000000000e+06,6.670000000000000000e+02
1.732608000000000000e+06,6.670000000000000000e+02
1.734656000000000000e+06,6.670000000000000000e+02
1.736704000000000000e+06,6.670000000000000000e+02
1.738752000000000000e+06,6.670000000000000000e+02
1.740800000000000000e+06,6.670000000000000000e+02
1.742848000000000000e+06,6.670000000000000000e+02
1.744896000000000000e+06,6.670000000000000000e+02
1.746944000000000000e+06,6.670000000000000000e+02
1.748992000000000000e+06,6.670000000000000000e+02
1.751040000000000000e+06,6.670000000000000000e+02
1.753088000000000000e+06,6.670000000000000000e+02
1.755136000000000000e+06,6.670000000000000000e+02
1.757184000000000000e+06,6.670000000000000000e+02
1.759232000000000000e+06,6.670000000000000000e+02
1.761280000000000000e+06,6.670000000000000000e+02
1.763328000000000000e+06,6.670000000000000000e+02
1.765376000000000000e+06,6.670000000000000000e+02
1.767424000000000000e+06,6.670000000000000000e+02
1.769472000000000000e+06,6.670000000000000000e+02
1.771520000000000000e+06,6.670000000000000000e+02
1.773568000000000000e+06,6.670000000000000000e+02
1.775616000000000000e+06,6.670000000000000000e+02
1.777664000000000000e+06,6.670000000000000000e+02
1.779712000000000000e+06,6.670000000000000000e+02
1.781760000000000000e+06,6.670000000000000000e+02
1.783808000000000000e+06,6.670000000000000000e+02
1.785856000000000000e+06,6.670000000000000000e+02
1.787904000000000000e+06,6.670000000000000000e+02
1.789952000000000000e+06,6.670000000000000000e+02
1.792000000000000000e+06,6.670000000000000000e+02
1.794048000000000000e+06,6.670000000000000000e+02
1.796096000000000000e+06,6.670000000000000000e+02
1.798144000000000000e+06,6.670000000000000000e+02
1.800192000000000000e+06,6.670000000000000000e+02
1.802240000000000000e+06,6.670000000000000000e+02
1.804288000000000000e+06,6.670000000000000000e+02
1.806336000000000000e+06,6.670000000000000000e+02
1.808384000000000000e+06,6.670000000000000000e+02
1.810432000000000000e+06,1.181888867187500000e+04
1.812480000000000000e+06,9.030916992187500000e+03
1.814528000000000000e+06,7.358133300781250000e+03
1.816576000000000000e+06,6.242944335937500000e+03
1.818624000000000000e+06,5.446380859375000000e+03
1.820672000000000000e+06,4.848958496093750000e+03
1.822720000000000000e+06,4.384296386718750000e+03
1.824768000000000000e+06,4.012566650390625000e+03
1.826816000000000000e+06,3.708424316406250000e+03
1.828864000000000000e+06,3.534628662109375000e+03
1.830912000000000000e+06,3.534628662109375000e+03
1.832960000000000000e+06,3.534628662109375000e+03
1.835008000000000000e+06,3.534628662109375000e+03
1.837056000000000000e+06,3.534628662109375000e+03
1.839104000000000000e+06,3.534628662109375000e+03
1.841152000000000000e+06,3.534628662109375000e+03
1.843200000000000000e+06,3.534628662109375000e+03
1.845248000000000000e+06,3.534628662109375000e+03
1.847296000000000000e+06,3.534628662109375000e+03
1.849344000000000000e+06,3.534628662109375000e+03
1.851392000000000000e+06,3.534628662109375000e+03
1.853440000000000000e+06,3.534628662109375000e+03
1.855488000000000000e+06,3.534628662109375000e+03
1.857536000000000000e+06,3.534628662109375000e+03
1.859584000000000000e+06,3.534628662109375000e+03
1.861632000000000000e+06,3.534628662109375000e+03
1.863680000000000000e+06,3.534628662109375000e+03
1.865728000000000000e+06,3.534628662109375000e+03
1.867776000000000000e+06,3.534628662109375000e+03
1.869824000000000000e+06,3.534628662109375000e+03
1.871872000000000000e+06,3.534628662109375000e+03
1.873920000000000000e+06,3.534628662109375000e+03
1.875968000000000000e+06,3.534628662109375000e+03
1.878016000000000000e+06,3.534628662109375000e+03
1.880064000000000000e+06,3.534628662109375000e+03
1.882112000000000000e+06,3.534628662109375000e+03
1.884160000000000000e+06,3.534628662109375000e+03
1.886208000000000000e+06,3.534628662109375000e+03
1.888256000000000000e+06,3.534628662109375000e+03
1.890304000000000000e+06,3.534628662109375000e+03
1.892352000000000000e+06,3.534628662109375000e+03
1.894400000000000000e+06,3.534628662109375000e+03
1.896448000000000000e+06,3.534628662109375000e+03
1.898496000000000000e+06,3.534628662109375000e+03
1.900544000000000000e+06,3.534628662109375000e+03
1.902592000000000000e+06,5.365026855468750000e+03
1.904640000000000000e+06,5.012674804687500000e+03
1.906688000000000000e+06,4.709488281250000000e+03
1.908736000000000000e+06,4.445847656250000000e+03
1.910784000000000000e+06,4.214489746093750000e+03
1.912832000000000000e+06,4.075372558593750000e+03
1.914880000000000000e+06,4.075372558593750000e+03
1.916928000000000000e+06,4.075372558593750000e+03
1.918976000000000000e+06,4.075372558593750000e+03
1.921024000000000000e+06,4.075372558593750000e+03
1.923072000000000000e+06,4.075372558593750000e+03
1.925120000000000000e+06,4.075372558593750000e+03
1.927168000000000000e+06,4.075372558593750000e+03
1.929216000000000000e+06,4.075372558593750000e+03
1.931264000000000000e+06,4.075372558593750000e+03
1.933312000000000000e+06,4.075372558593750000e+03
1.935360000000000000e+06,4.075372558593750000e+03
1.937408000000000000e+06,4.075372558593750000e+03
1.939456000000000000e+06,4.075372558593750000e+03
1.941504000000000000e+06,4.075372558593750000e+03
1.943552000000000000e+06,4.075372558593750000e+03
1.945600000000000000e+06,4.075372558593750000e+03
1.947648000000000000e+06,4.075372558593750000e+03
1.949696000000000000e+06,4.075372558593750000e+03
